Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"One night , Harry has a vision of Tom interrogating Mykew and realises that Tom is searching for something Mykew once had but which was stolen by a young man long ago .","['Harry', 'Mykew', 'Tom', 'something', 'Mykew', 'man']","['Harry:has', 'Mykew:vision', 'Tom:searching', 'something:searching', 'Mykew:had', 'man:stolen']",['vision'],['vision:has'],-0.5859,"[(('has', 'VBZ'), 'nmod:tmod', ('night', 'NN')), (('night', 'NN'), 'nummod', ('One', 'CD')), (('has', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('has', 'VBZ'), 'dobj', ('vision', 'NN')), (('vision', 'NN'), 'det', ('a', 'DT')), (('vision', 'NN'), 'nmod', ('Mykew', 'NNP')), (('Mykew', 'NNP'), 'case', ('of', 'IN')), (('Mykew', 'NNP'), 'compound', ('Tom', 'NNP')), (('Mykew', 'NNP'), 'compound', ('interrogating', 'NNP')), (('has', 'VBZ'), 'cc', ('and', 'CC')), (('has', 'VBZ'), 'conj', ('realises', 'VBZ')), (('realises', 'VBZ'), 'ccomp', ('searching', 'VBG')), (('searching', 'VBG'), 'mark', ('that', 'IN')), (('searching', 'VBG'), 'nsubj', ('Tom', 'NNP')), (('searching', 'VBG'), 'aux', ('is', 'VBZ')), (('searching', 'VBG'), 'nmod', ('something', 'NN')), (('something', 'NN'), 'case', ('for', 'IN')), (('searching', 'VBG'), 'dep', ('had', 'VBD')), (('had', 'VBD'), 'nsubj', ('Mykew', 'NNP')), (('had', 'VBD'), 'advmod', ('once', 'RB')), (('had', 'VBD'), 'cc', ('but', 'CC')), (('had', 'VBD'), 'conj', ('stolen', 'VBN')), (('stolen', 'VBN'), 'nsubjpass', ('which', 'WDT')), (('stolen', 'VBN'), 'auxpass', ('was', 'VBD')), (('stolen', 'VBN'), 'nmod', ('man', 'NN')), (('man', 'NN'), 'case', ('by', 'IN')), (('man', 'NN'), 'det', ('a', 'DT')), (('man', 'NN'), 'amod', ('young', 'JJ')), (('stolen', 'VBN'), 'advmod', ('ago', 'RB')), (('ago', 'RB'), 'advmod', ('long', 'RB'))]"
"After several weeks of travelling in which they accomplish nothing , they overhear a conversation between Ted , Dirk Cresswell , Dean , and Goblins Griphook and Gornuk , wherein it is revealed that Godric 's sword , which had been in Albus ' possession and was then sent to the Lestrange for protection , is actually a copy .","['weeks', 'they', 'they', 'Ted', 'Cresswell', 'Dean', 'Griphook', 'sword', 'Lestrange', 'protection']","['weeks:overhear', 'they:accomplish', 'they:overhear', 'Ted:conversation', 'Cresswell:conversation', 'Dean:conversation', 'Griphook:conversation', 'sword:copy', 'Lestrange:sent', 'protection:Lestrange']","['nothing', 'conversation', 'it']","['nothing:accomplish', 'conversation:overhear', 'it:revealed']",0.4215,"[(('overhear', 'VBP'), 'nmod', ('weeks', 'NNS')), (('weeks', 'NNS'), 'case', ('After', 'IN')), (('weeks', 'NNS'), 'amod', ('several', 'JJ')), (('weeks', 'NNS'), 'acl', ('travelling', 'VBG')), (('travelling', 'VBG'), 'mark', ('of', 'IN')), (('travelling', 'VBG'), 'advcl', ('accomplish', 'VB')), (('accomplish', 'VB'), 'mark', ('in', 'IN')), (('accomplish', 'VB'), 'dobj', ('which', 'WDT')), (('accomplish', 'VB'), 'nsubj', ('they', 'PRP')), (('accomplish', 'VB'), 'dobj', ('nothing', 'NN')), (('overhear', 'VBP'), 'nsubj', ('they', 'PRP')), (('overhear', 'VBP'), 'dobj', ('conversation', 'NN')), (('conversation', 'NN'), 'det', ('a', 'DT')), (('conversation', 'NN'), 'nmod', ('Ted', 'NNP')), (('Ted', 'NNP'), 'case', ('between', 'IN')), (('Ted', 'NNP'), 'conj', ('Cresswell', 'NNP')), (('Cresswell', 'NNP'), 'compound', ('Dirk', 'NNP')), (('Ted', 'NNP'), 'conj', ('Dean', 'NNP')), (('Ted', 'NNP'), 'cc', ('and', 'CC')), (('Ted', 'NNP'), 'conj', ('Griphook', 'NNP')), (('Griphook', 'NNP'), 'compound', ('Goblins', 'NNPS')), (('Griphook', 'NNP'), 'cc', ('and', 'CC')), (('Griphook', 'NNP'), 'conj', ('Gornuk', 'NNP')), (('overhear', 'VBP'), 'advcl', ('revealed', 'VBN')), (('revealed', 'VBN'), 'advmod', ('wherein', 'WRB')), (('revealed', 'VBN'), 'nsubjpass', ('it', 'PRP')), (('revealed', 'VBN'), 'auxpass', ('is', 'VBZ')), (('revealed', 'VBN'), 'ccomp', ('copy', 'NN')), (('copy', 'NN'), 'mark', ('that', 'IN')), (('copy', 'NN'), 'nsubj', ('sword', 'NN')), (('sword', 'NN'), 'nmod:poss', ('Godric', 'NNP')), (('Godric', 'NNP'), 'case', (""'s"", 'POS')), (('sword', 'NN'), 'acl:relcl', ('possession', 'NN')), (('possession', 'NN'), 'nsubj', ('which', 'WDT')), (('possession', 'NN'), 'aux', ('had', 'VBD')), (('possession', 'NN'), 'cop', ('been', 'VBN')), (('possession', 'NN'), 'case', ('in', 'IN')), (('possession', 'NN'), 'nmod:poss', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', (""'"", 'POS')), (('possession', 'NN'), 'cc', ('and', 'CC')), (('possession', 'NN'), 'conj', ('sent', 'VBN')), (('sent', 'VBN'), 'auxpass', ('was', 'VBD')), (('sent', 'VBN'), 'advmod', ('then', 'RB')), (('sent', 'VBN'), 'nmod', ('Lestrange', 'NN')), (('Lestrange', 'NN'), 'case', ('to', 'TO')), (('Lestrange', 'NN'), 'det', ('the', 'DT')), (('Lestrange', 'NN'), 'nmod', ('protection', 'NN')), (('protection', 'NN'), 'case', ('for', 'IN')), (('copy', 'NN'), 'cop', ('is', 'VBZ')), (('copy', 'NN'), 'advmod', ('actually', 'RB')), (('copy', 'NN'), 'det', ('a', 'DT'))]"
They also mention that the whereabouts of the real sword are unknown .,"['They', 'whereabouts', 'sword']","['They:mention', 'whereabouts:unknown', 'sword:whereabouts']",[],[],0.0,"[(('mention', 'VBP'), 'nsubj', ('They', 'PRP')), (('mention', 'VBP'), 'advmod', ('also', 'RB')), (('mention', 'VBP'), 'ccomp', ('unknown', 'JJ')), (('unknown', 'JJ'), 'mark', ('that', 'IN')), (('unknown', 'JJ'), 'nsubj', ('whereabouts', 'NN')), (('whereabouts', 'NN'), 'det', ('the', 'DT')), (('whereabouts', 'NN'), 'nmod', ('sword', 'NN')), (('sword', 'NN'), 'case', ('of', 'IN')), (('sword', 'NN'), 'det', ('the', 'DT')), (('sword', 'NN'), 'amod', ('real', 'JJ')), (('unknown', 'JJ'), 'cop', ('are', 'VBP'))]"
"Harry , Hermione , and Ronald also overhear that some students attempted to steal the sword from Severus , prior to its removal .","['Harry', 'Hermione', 'Ronald', 'students', 'removal']","['Harry:overhear', 'Hermione:overhear', 'Ronald:overhear', 'students:attempted', 'removal:Severus']",['sword'],['sword:steal'],-0.4939,"[(('overhear', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('overhear', 'VBP'), 'advmod', ('also', 'RB')), (('overhear', 'VBP'), 'ccomp', ('attempted', 'VBD')), (('attempted', 'VBD'), 'mark', ('that', 'IN')), (('attempted', 'VBD'), 'nsubj', ('students', 'NNS')), (('students', 'NNS'), 'det', ('some', 'DT')), (('attempted', 'VBD'), 'xcomp', ('steal', 'VB')), (('steal', 'VB'), 'mark', ('to', 'TO')), (('steal', 'VB'), 'dobj', ('sword', 'NN')), (('sword', 'NN'), 'det', ('the', 'DT')), (('steal', 'VB'), 'advcl', ('Severus', 'NNP')), (('Severus', 'NNP'), 'case', ('from', 'IN')), (('Severus', 'NNP'), 'dep', ('prior', 'RB')), (('Severus', 'NNP'), 'nmod', ('removal', 'NN')), (('removal', 'NN'), 'case', ('to', 'TO')), (('removal', 'NN'), 'nmod:poss', ('its', 'PRP$'))]"
"Upon hearing that the perpetrators were their friends , the trio worry about the punishment but are relieved to hear that their friends only served detention with Rubeus .","['perpetrators', 'trio', 'punishment', 'friends', 'Rubeus']","['perpetrators:friends', 'trio:worry', 'punishment:worry', 'friends:served', 'Rubeus:served']",['detention'],['detention:served'],0.4215,"[(('worry', 'VBP'), 'advcl', ('hearing', 'VBG')), (('hearing', 'VBG'), 'mark', ('Upon', 'IN')), (('hearing', 'VBG'), 'ccomp', ('friends', 'NNS')), (('friends', 'NNS'), 'mark', ('that', 'IN')), (('friends', 'NNS'), 'nsubj', ('perpetrators', 'NNS')), (('perpetrators', 'NNS'), 'det', ('the', 'DT')), (('friends', 'NNS'), 'cop', ('were', 'VBD')), (('friends', 'NNS'), 'nmod:poss', ('their', 'PRP$')), (('worry', 'VBP'), 'nsubj', ('trio', 'NN')), (('trio', 'NN'), 'det', ('the', 'DT')), (('worry', 'VBP'), 'nmod', ('punishment', 'NN')), (('punishment', 'NN'), 'case', ('about', 'IN')), (('punishment', 'NN'), 'det', ('the', 'DT')), (('worry', 'VBP'), 'cc', ('but', 'CC')), (('worry', 'VBP'), 'conj', ('relieved', 'JJ')), (('relieved', 'JJ'), 'cop', ('are', 'VBP')), (('relieved', 'JJ'), 'xcomp', ('hear', 'VB')), (('hear', 'VB'), 'mark', ('to', 'TO')), (('hear', 'VB'), 'ccomp', ('served', 'VBD')), (('served', 'VBD'), 'mark', ('that', 'IN')), (('served', 'VBD'), 'nsubj', ('friends', 'NNS')), (('friends', 'NNS'), 'nmod:poss', ('their', 'PRP$')), (('served', 'VBD'), 'advmod', ('only', 'RB')), (('served', 'VBD'), 'dobj', ('detention', 'NN')), (('served', 'VBD'), 'nmod', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'case', ('with', 'IN'))]"
"Harry and Hermione hear all this and are heartened , and after questioning the portrait of Phineas Nigellus Black , they discover that the sword had last been used by Albus on another Horcrux , Marvolo 's ring .","['Harry', 'Hermione', 'Black', 'they', 'Albus', 'Horcrux']","['Harry:hear', 'Hermione:hear', 'Black:portrait', 'they:discover', 'Albus:used', 'Horcrux:used']","['portrait', 'sword']","['portrait:questioning', 'sword:used']",-0.1027,"[(('hear', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('hear', 'VBP'), 'dobj', ('this', 'DT')), (('this', 'DT'), 'det:predet', ('all', 'PDT')), (('hear', 'VBP'), 'cc', ('and', 'CC')), (('hear', 'VBP'), 'conj', ('heartened', 'VBN')), (('heartened', 'VBN'), 'auxpass', ('are', 'VBP')), (('hear', 'VBP'), 'cc', ('and', 'CC')), (('hear', 'VBP'), 'conj', ('discover', 'VBP')), (('discover', 'VBP'), 'advcl', ('questioning', 'VBG')), (('questioning', 'VBG'), 'mark', ('after', 'IN')), (('questioning', 'VBG'), 'dobj', ('portrait', 'NN')), (('portrait', 'NN'), 'det', ('the', 'DT')), (('portrait', 'NN'), 'nmod', ('Black', 'NNP')), (('Black', 'NNP'), 'case', ('of', 'IN')), (('Black', 'NNP'), 'compound', ('Phineas', 'NNP')), (('Black', 'NNP'), 'compound', ('Nigellus', 'NNPS')), (('discover', 'VBP'), 'nsubj', ('they', 'PRP')), (('discover', 'VBP'), 'ccomp', ('used', 'VBN')), (('used', 'VBN'), 'mark', ('that', 'IN')), (('used', 'VBN'), 'nsubjpass', ('sword', 'NN')), (('sword', 'NN'), 'det', ('the', 'DT')), (('used', 'VBN'), 'aux', ('had', 'VBD')), (('used', 'VBN'), 'advmod', ('last', 'RB')), (('used', 'VBN'), 'auxpass', ('been', 'VBN')), (('used', 'VBN'), 'nmod', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', ('by', 'IN')), (('used', 'VBN'), 'nmod', ('Horcrux', 'NNP')), (('Horcrux', 'NNP'), 'case', ('on', 'IN')), (('Horcrux', 'NNP'), 'det', ('another', 'DT')), (('Horcrux', 'NNP'), 'appos', ('ring', 'NN')), (('ring', 'NN'), 'nmod:poss', ('Marvolo', 'NNP')), (('Marvolo', 'NNP'), 'case', (""'s"", 'POS'))]"
Hermione realises that it must be impregnated with basilisk venom and therefore can destroy Horcruxes .,"['Hermione', 'venom']","['Hermione:realises', 'venom:impregnated']","['it', 'Horcruxes']","['it:impregnated', 'Horcruxes:destroy']",-0.5423,"[(('realises', 'VBZ'), 'nsubj', ('Hermione', 'NNP')), (('realises', 'VBZ'), 'ccomp', ('impregnated', 'VBN')), (('impregnated', 'VBN'), 'mark', ('that', 'IN')), (('impregnated', 'VBN'), 'nsubjpass', ('it', 'PRP')), (('impregnated', 'VBN'), 'aux', ('must', 'MD')), (('impregnated', 'VBN'), 'auxpass', ('be', 'VB')), (('impregnated', 'VBN'), 'nmod', ('venom', 'NN')), (('venom', 'NN'), 'case', ('with', 'IN')), (('venom', 'NN'), 'compound', ('basilisk', 'NN')), (('realises', 'VBZ'), 'cc', ('and', 'CC')), (('realises', 'VBZ'), 'conj', ('destroy', 'VB')), (('destroy', 'VB'), 'advmod', ('therefore', 'RB')), (('destroy', 'VB'), 'aux', ('can', 'MD')), (('destroy', 'VB'), 'dobj', ('Horcruxes', 'NNS'))]"
"Ronald is discouraged , feeling that with the sword now necessary as well and out of reach , their quest is becoming hopeless .","['sword', 'quest']","['sword:that', 'quest:becoming']",['Ronald'],['Ronald:discouraged'],-0.4588,"[(('becoming', 'VBG'), 'ccomp', ('discouraged', 'VBN')), (('discouraged', 'VBN'), 'nsubjpass', ('Ronald', 'NNP')), (('discouraged', 'VBN'), 'auxpass', ('is', 'VBZ')), (('discouraged', 'VBN'), 'xcomp', ('feeling', 'VBG')), (('feeling', 'VBG'), 'dobj', ('that', 'DT')), (('that', 'DT'), 'nmod', ('sword', 'NN')), (('sword', 'NN'), 'case', ('with', 'IN')), (('sword', 'NN'), 'det', ('the', 'DT')), (('that', 'DT'), 'amod', ('necessary', 'JJ')), (('necessary', 'JJ'), 'advmod', ('now', 'RB')), (('necessary', 'JJ'), 'advcl', ('well', 'RB')), (('well', 'RB'), 'case', ('as', 'IN')), (('necessary', 'JJ'), 'cc', ('and', 'CC')), (('necessary', 'JJ'), 'conj', ('reach', 'VB')), (('reach', 'VB'), 'advmod', ('out', 'RB')), (('reach', 'VB'), 'case', ('of', 'IN')), (('becoming', 'VBG'), 'nsubj', ('quest', 'NN')), (('quest', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('becoming', 'VBG'), 'aux', ('is', 'VBZ')), (('becoming', 'VBG'), 'xcomp', ('hopeless', 'JJ'))]"
"He argues with Harry and angrily departs claiming that Hermione had chosen Harry over himself when she decides to stay , leaving Harry and Hermione together","['He', 'Harry', 'Hermione', 'Hermione', 'himself', 'she']","['He:argues', 'Harry:departs', 'Hermione:departs', 'Hermione:chosen', 'himself:Harry', 'she:decides']","['departs', 'Harry', 'Hermione', 'Harry', 'Hermione']","['departs:argues', 'Harry:chosen', 'Hermione:chosen', 'Harry:leaving', 'Hermione:leaving']",-0.6597,"[(('argues', 'VBZ'), 'nsubj', ('He', 'PRP')), (('argues', 'VBZ'), 'dobj', ('departs', 'NNS')), (('departs', 'NNS'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('with', 'IN')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('angrily', 'RB')), (('argues', 'VBZ'), 'xcomp', ('claiming', 'VBG')), (('claiming', 'VBG'), 'ccomp', ('chosen', 'VBN')), (('chosen', 'VBN'), 'mark', ('that', 'IN')), (('chosen', 'VBN'), 'nsubj', ('Hermione', 'NNP')), (('chosen', 'VBN'), 'aux', ('had', 'VBD')), (('chosen', 'VBN'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'nmod', ('himself', 'PRP')), (('himself', 'PRP'), 'case', ('over', 'IN')), (('chosen', 'VBN'), 'advcl', ('decides', 'VBZ')), (('decides', 'VBZ'), 'advmod', ('when', 'WRB')), (('decides', 'VBZ'), 'nsubj', ('she', 'PRP')), (('decides', 'VBZ'), 'xcomp', ('stay', 'VB')), (('stay', 'VB'), 'mark', ('to', 'TO')), (('argues', 'VBZ'), 'xcomp', ('leaving', 'VBG')), (('leaving', 'VBG'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('leaving', 'VBG'), 'advmod', ('together', 'RB'))]"
"Hermione is distraught upon Ronald 's departure , and Harry is angry , but the two of them realise they will have to continue without Ronald .","['Hermione', 'departure', 'Harry', 'them', 'they', 'Ronald']","['Hermione:distraught', 'departure:distraught', 'Harry:angry', 'them:two', 'they:have', 'Ronald:continue']",[],[],-0.5346,"[(('distraught', 'JJ'), 'nsubj', ('Hermione', 'NNP')), (('distraught', 'JJ'), 'cop', ('is', 'VBZ')), (('distraught', 'JJ'), 'nmod', ('departure', 'NN')), (('departure', 'NN'), 'case', ('upon', 'IN')), (('departure', 'NN'), 'nmod:poss', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', (""'s"", 'POS')), (('distraught', 'JJ'), 'cc', ('and', 'CC')), (('distraught', 'JJ'), 'conj', ('angry', 'JJ')), (('angry', 'JJ'), 'nsubj', ('Harry', 'NNP')), (('angry', 'JJ'), 'cop', ('is', 'VBZ')), (('distraught', 'JJ'), 'cc', ('but', 'CC')), (('distraught', 'JJ'), 'conj', ('realise', 'VBP')), (('realise', 'VBP'), 'nsubj', ('two', 'CD')), (('two', 'CD'), 'det', ('the', 'DT')), (('two', 'CD'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('of', 'IN')), (('realise', 'VBP'), 'ccomp', ('have', 'VB')), (('have', 'VB'), 'nsubj', ('they', 'PRP')), (('have', 'VB'), 'aux', ('will', 'MD')), (('have', 'VB'), 'xcomp', ('continue', 'VB')), (('continue', 'VB'), 'mark', ('to', 'TO')), (('continue', 'VB'), 'nmod', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', ('without', 'IN'))]"
"After many more listless weeks , they make their way to Godric 's Hollow on the off-chance Albus left the sword there for them , with Bathilda , author of A History of Magic .","['weeks', 'they', 'Hollow', 'Albus', 'them', 'Bathilda', 'History', 'Magic']","['weeks:make', 'they:make', 'Hollow:make', 'Albus:Hollow', 'them:left', 'Bathilda:left', 'History:author', 'Magic:History']",['way'],['way:make'],0.0,"[(('make', 'VBP'), 'nmod', ('weeks', 'NNS')), (('weeks', 'NNS'), 'case', ('After', 'IN')), (('weeks', 'NNS'), 'amod', ('many', 'JJ')), (('weeks', 'NNS'), 'amod', ('listless', 'JJ')), (('listless', 'JJ'), 'advmod', ('more', 'RBR')), (('make', 'VBP'), 'nsubj', ('they', 'PRP')), (('make', 'VBP'), 'dobj', ('way', 'NN')), (('way', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('make', 'VBP'), 'nmod', ('Hollow', 'NNP')), (('Hollow', 'NNP'), 'case', ('to', 'TO')), (('Hollow', 'NNP'), 'nmod:poss', ('Godric', 'NNP')), (('Godric', 'NNP'), 'case', (""'s"", 'POS')), (('Hollow', 'NNP'), 'nmod', ('Albus', 'NNS')), (('Albus', 'NNS'), 'case', ('on', 'IN')), (('Albus', 'NNS'), 'det', ('the', 'DT')), (('Albus', 'NNS'), 'amod', ('off-chance', 'JJ')), (('Albus', 'NNS'), 'acl', ('left', 'VBN')), (('left', 'VBN'), 'advmod', ('there', 'RB')), (('there', 'RB'), 'nmod:npmod', ('sword', 'NN')), (('sword', 'NN'), 'det', ('the', 'DT')), (('left', 'VBN'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('for', 'IN')), (('left', 'VBN'), 'nmod', ('Bathilda', 'NNP')), (('Bathilda', 'NNP'), 'case', ('with', 'IN')), (('Bathilda', 'NNP'), 'appos', ('author', 'NN')), (('author', 'NN'), 'nmod', ('History', 'NN')), (('History', 'NN'), 'case', ('of', 'IN')), (('History', 'NN'), 'det', ('A', 'DT')), (('History', 'NN'), 'nmod', ('Magic', 'NNP')), (('Magic', 'NNP'), 'case', ('of', 'IN'))]"
"Arriving in Godric 's Hollow on Christmas , the two first visit the graveyard where both Harry and Albus ' families are buried .","['Hollow', 'Christmas']","['Hollow:Arriving', 'Christmas:Hollow']","['graveyard', 'Harry', 'families']","['graveyard:visit', 'Harry:buried', 'families:buried']",-0.296,"[(('visit', 'VBP'), 'advcl', ('Arriving', 'VBG')), (('Arriving', 'VBG'), 'nmod', ('Hollow', 'NNP')), (('Hollow', 'NNP'), 'case', ('in', 'IN')), (('Hollow', 'NNP'), 'nmod:poss', ('Godric', 'NNP')), (('Godric', 'NNP'), 'case', (""'s"", 'POS')), (('Hollow', 'NNP'), 'nmod', ('Christmas', 'NNP')), (('Christmas', 'NNP'), 'case', ('on', 'IN')), (('visit', 'VBP'), 'nsubj', ('two', 'CD')), (('two', 'CD'), 'det', ('the', 'DT')), (('visit', 'VBP'), 'advmod', ('first', 'RB')), (('visit', 'VBP'), 'dobj', ('graveyard', 'NN')), (('graveyard', 'NN'), 'det', ('the', 'DT')), (('graveyard', 'NN'), 'acl:relcl', ('buried', 'VBN')), (('buried', 'VBN'), 'advmod', ('where', 'WRB')), (('buried', 'VBN'), 'nsubjpass', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc:preconj', ('both', 'DT')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('families', 'NNS')), (('families', 'NNS'), 'compound', ('Albus', 'NNP')), (('buried', 'VBN'), 'auxpass', ('are', 'VBP'))]"
"After sharing an emotional moment and laying a wreath on Harry 's parents ' grave , they visit the memorial to Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley , and then encounter The-Aberforth-Albus-Plot .","['grave', 'they']","['grave:wreath', 'they:visit']","['moment', 'wreath', 'memorial', 'The-Aberforth-Albus-Plot']","['moment:sharing', 'wreath:laying', 'memorial:visit', 'The-Aberforth-Albus-Plot:encounter']",0.2023,"[(('visit', 'VBP'), 'advcl', ('sharing', 'VBG')), (('sharing', 'VBG'), 'mark', ('After', 'IN')), (('sharing', 'VBG'), 'dobj', ('moment', 'NN')), (('moment', 'NN'), 'det', ('an', 'DT')), (('moment', 'NN'), 'amod', ('emotional', 'JJ')), (('sharing', 'VBG'), 'cc', ('and', 'CC')), (('sharing', 'VBG'), 'conj', ('laying', 'VBG')), (('laying', 'VBG'), 'dobj', ('wreath', 'NN')), (('wreath', 'NN'), 'det', ('a', 'DT')), (('wreath', 'NN'), 'nmod', ('grave', 'NN')), (('grave', 'NN'), 'case', ('on', 'IN')), (('grave', 'NN'), 'nmod:poss', ('parents', 'NNS')), (('parents', 'NNS'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('parents', 'NNS'), 'case', (""'"", 'POS')), (('visit', 'VBP'), 'nsubj', ('they', 'PRP')), (('visit', 'VBP'), 'dobj', ('memorial', 'NN')), (('memorial', 'NN'), 'det', ('the', 'DT')), (('visit', 'VBP'), 'xcomp', ('Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley', 'VB')), (('Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley', 'VB'), 'mark', ('to', 'TO')), (('Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley', 'VB'), 'cc', ('and', 'CC')), (('Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley', 'VB'), 'conj', ('encounter', 'VB')), (('encounter', 'VB'), 'advmod', ('then', 'RB')), (('encounter', 'VB'), 'dobj', ('The-Aberforth-Albus-Plot', 'NNP'))]"
"Harry and Hermione follow her to her old , disgusting home , where they find a picture frame of Gellert , who is Bathilda 's great-nephew and , long ago , was Albus ' childhood friend .","['Harry', 'Hermione', 'home', 'they', 'Gellert']","['Harry:follow', 'Hermione:follow', 'home:follow', 'they:find', 'Gellert:frame']","['her', 'frame']","['her:follow', 'frame:find']",-0.0516,"[(('follow', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('follow', 'VBP'), 'dobj', ('her', 'PRP')), (('follow', 'VBP'), 'nmod', ('home', 'NN')), (('home', 'NN'), 'case', ('to', 'TO')), (('home', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('home', 'NN'), 'amod', ('disgusting', 'JJ')), (('disgusting', 'JJ'), 'amod', ('old', 'JJ')), (('home', 'NN'), 'acl:relcl', ('find', 'VBP')), (('find', 'VBP'), 'advmod', ('where', 'WRB')), (('find', 'VBP'), 'nsubj', ('they', 'PRP')), (('find', 'VBP'), 'dobj', ('frame', 'NN')), (('frame', 'NN'), 'det', ('a', 'DT')), (('frame', 'NN'), 'compound', ('picture', 'NN')), (('frame', 'NN'), 'nmod', ('Gellert', 'NNP')), (('Gellert', 'NNP'), 'case', ('of', 'IN')), (('Gellert', 'NNP'), 'acl:relcl', ('great-nephew', 'NN')), (('great-nephew', 'NN'), 'nsubj', ('who', 'WP')), (('great-nephew', 'NN'), 'cop', ('is', 'VBZ')), (('great-nephew', 'NN'), 'nmod:poss', ('Bathilda', 'NNP')), (('Bathilda', 'NNP'), 'case', (""'s"", 'POS')), (('follow', 'VBP'), 'cc', ('and', 'CC')), (('follow', 'VBP'), 'conj', ('friend', 'NN')), (('friend', 'NN'), 'advmod', ('ago', 'RB')), (('ago', 'RB'), 'advmod', ('long', 'RB')), (('friend', 'NN'), 'cop', ('was', 'VBD')), (('friend', 'NN'), 'nmod:poss', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', (""'"", 'POS')), (('friend', 'NN'), 'compound', ('childhood', 'NN'))]"
